case_id,reynolds,aoa,eval_point_in_envelope,w_surr_03_fired,pred_cl,pred_cd,ref_cl,ref_cd,err_cl,err_cd
airFoil2D_SST_54.238_7.911_2.123_3.832_1.0_9.902,3499643.89165129,7.911,True,False,0.9869189039037641,-0.009454603503827347,1.0041999461305866,0.011712816017710775,0.017281042226822474,0.02116741952153812
airFoil2D_SST_49.984_-2.893_6.476_5.264_10.903,3225159.4874497233,-2.893,True,False,0.3290116743080529,0.01524556254591361,0.4434661820802991,0.009875979780233995,0.1144545077722462,0.005369582765679615
airFoil2D_SST_54.441_3.497_2.944_6.185_1.0_6.564,3512742.2306388123,3.4969999999999994,True,False,0.6641260498203557,0.031010858667286714,0.6651863896436622,0.008842837932702666,0.0010603398233064443,0.02216802073458405
airFoil2D_SST_58.831_-3.563_2.815_4.916_10.078,3796001.876723645,-3.563,True,False,-0.09972836057139842,-0.007432662235134446,-0.061631432377760156,0.008585165659939413,0.03809692819363826,0.01601782789507386
airFoil2D_SST_53.108_11.606_3.49_6.099_7.082,3426731.955415331,11.606,True,False,1.4687443491495389,0.001184696722797779,1.588433174839797,0.020725483135388852,0.11968882569025818,0.019540786412591073
airFoil2D_SST_77.333_-1.93_1.954_6.462_0.0_16.514,4989821.915872068,-1.93,True,False,-0.07594463191443332,0.010346641883864943,-0.01573202595911693,0.0092305829065202,0.06021260595531639,0.001116058977344743
airFoil2D_SST_54.799_-2.718_5.872_6.096_7.675,3535841.764419762,-2.718,True,False,0.3416515492221217,0.016023605887962977,0.4703285894713772,0.009060563808597773,0.12867704024925547,0.0069630420793652045
airFoil2D_SST_52.403_3.314_3.418_5.667_0.0_10.515,3381242.6500645773,3.3140000000000005,True,False,0.6805317922358517,-0.014693232036281867,0.6717963249661786,0.009767536675800529,0.008735467269673114,0.024460768712082394
airFoil2D_SST_52.943_12.506_0.164_5.878_10.024,3416085.522248133,12.506000000000002,True,False,1.2794933965304174,-0.02882900934240873,1.3082762386102484,0.018101556795263846,0.02878284207983106,0.046930566137672575
airFoil2D_SST_77.296_14.133_2.822_1.625_5.329,4987434.53388912,14.133,True,False,1.7507773968601497,-0.010778410999178811,1.6378939742714742,0.027794191638340668,0.11288342258867545,0.03857260263751948
airFoil2D_SST_52.195_-1.473_3.503_3.753_13.675,3367821.691890171,-1.4729999999999999,True,False,0.10638513863597851,0.00020681209685030622,0.20237476029975626,0.00941525921831977,0.09598962166377775,0.009208447121469465
airFoil2D_SST_47.704_2.877_1.077_7.269_0.0_15.624,3078045.1382302656,2.877,True,False,0.36534844734159544,-0.010640343541534591,0.41281410048368505,0.010272738292056964,0.047465653142089614,0.020913081833591557
airFoil2D_SST_67.376_-1.324_5.74_0.0_16.099,4347358.067109726,-1.324,True,False,0.31578589075805463,-0.021778433834952343,-0.13365877657656883,0.009323760791470065,0.44944466733462346,0.031102194626422407
airFoil2D_SST_72.844_3.105_2.426_4.619_19.695,4700174.409886916,3.105,True,False,0.46300300625747426,0.01759706213557942,0.5451084078021007,0.011113450017640488,0.08210540154462642,0.006483612117938931
airFoil2D_SST_75.912_-0.078_3.859_1.842_9.58,4898133.542959415,-0.078,True,False,0.38083572417928147,-0.010075544368344097,0.36990324297995864,0.008233035337344017,0.01093248119932283,0.018308579705688114
airFoil2D_SST_61.676_0.83_2.7_0.0_12.742,3979572.1940610823,0.83,True,False,0.3016570789179359,0.017407112660514062,0.0920343838516516,0.008703624959895136,0.20962269506628434,0.008703487700618927
airFoil2D_SST_64.711_14.35_0.189_3.829_0.0_9.846,4175402.0405001407,14.350000000000001,True,False,1.5377357862789867,0.04022990408666419,1.450103519328636,0.02260633397740536,0.08763226695035065,0.017623570109258826
airFoil2D_SST_50.53_6.748_0.113_3.248_18.587,3260389.5026575406,6.747999999999999,True,False,0.7387668777688617,-0.037359080666216904,0.684513070809231,0.012346141159962184,0.05425380695963078,0.04970522182617909
airFoil2D_SST_73.661_-3.779_0.123_6.621_1.0_9.039,4752890.385023889,-3.7790000000000004,True,False,-0.3771943342078413,-0.03062930016385418,-0.40400209067719683,0.008267995844890647,0.026807756469355515,0.03889729600874482
airFoil2D_SST_65.002_11.743_1.823_7.599_1.0_15.595,4194178.4771768344,11.743,True,False,1.235704287688825,0.035702671643208575,1.3545168096014577,0.017832176843868803,0.1188125219126328,0.017870494799339772
airFoil2D_SST_73.526_7.674_0.195_7.627_1.0_18.144,4744179.666978,7.6739999999999995,True,False,0.7603869428013716,0.025427133023529405,0.8003933766184889,0.012077291110658396,0.040006433817117215,0.013349841912871009
airFoil2D_SST_70.349_11.188_2.899_4.134_1.0_13.659,4539187.435631414,11.188,True,False,1.2758977341896967,0.022260187239084017,1.3642645012644894,0.016212823375720158,0.08836676707479274,0.00604736386336386
airFoil2D_SST_61.997_12.253_0.155_7.019_0.0_15.847,4000284.3458590847,12.253,True,False,1.2181012835173248,0.0022028172524482525,1.2416590278659119,0.016981616111464794,0.02355774434858704,0.014778798859016541
airFoil2D_SST_48.581_2.122_3.978_7.807_0.0_16.396,3134632.543609855,2.122,True,False,0.4948587115143471,0.016181412785144858,0.6453758508005923,0.011460824420153273,0.15051713928624522,0.004720588364991585
airFoil2D_SST_66.607_-1.676_0.67_4.75_1.0_13.554,4297739.236166848,-1.6759999999999997,True,False,-0.14254024339546986,-0.010945938120807464,-0.12632499805070346,0.008798073361725878,0.0162152453447664,0.019744011482533342
airFoil2D_SST_73.156_-0.569_3.148_5.505_5.408,4720305.847148526,-0.569,True,False,0.21788213550688681,-0.03346397290325223,0.33799646249053855,0.007485219766154452,0.12011432698365174,0.040949192669406685
airFoil2D_SST_51.929_-4.307_5.722_6.165_14.746,3350658.351147901,-4.3069999999999995,True,False,0.026731654524728005,-0.046807355862546085,0.21901693635709385,0.010642553010846306,0.19228528183236585,0.057449908873392394
airFoil2D_SST_76.582_-4.258_0.93_4.137_0.0_7.316,4941364.514001974,-4.257999999999999,True,False,-0.31623181614505147,-0.04786491947538665,-0.39952070357638525,0.00810656918712954,0.08328888743133378,0.055971488662516194
airFoil2D_SST_67.131_14.535_2.797_5.227_0.0_13.938,4331549.726952372,14.534999999999998,True,False,1.5122442917039605,0.09109210978976148,1.61107618169496,0.02505061241497549,0.09883188999099946,0.06604149737478598
airFoil2D_SST_51.199_-0.181_1.595_2.578_15.763,3303555.9498627232,-0.181,True,False,0.047311329225394744,0.006701518668148138,0.13034293736274546,0.009704785352133039,0.08303160813735072,0.003003266683984901
airFoil2D_SST_58.723_-1.518_0.079_5.16_0.0_9.824,3789033.3022869336,-1.518,True,False,-0.1869123860209196,-0.02639550934622653,-0.1602716780009004,0.008264263674229434,0.02664070802001922,0.03465977302045596
airFoil2D_SST_70.007_7.955_1.374_2.575_15.795,4517120.283248495,7.955,True,False,0.8757735893933912,0.014979381235514719,0.9594442631632945,0.012357058979714121,0.08367067376990323,0.0026223222558005976
airFoil2D_SST_61.494_3.363_1.212_2.183_18.921,3967828.8556584762,3.363,True,False,0.35879249116359346,-0.029366762453903072,0.44505429407404007,0.010830046522389013,0.0862618029104466,0.04019680897629209
airFoil2D_SST_59.668_2.165_0.146_6.146_1.0_10.665,3850008.328608156,2.1649999999999996,True,False,0.17954250189520957,0.02684370156891079,0.25154694904964464,0.008506517066934076,0.07200444715443508,0.018337184501976717
airFoil2D_SST_62.607_8.578_0.875_0.0_8.812,4039643.886659027,8.578,True,False,1.0375746527221554,0.03299119749362889,0.925839299788215,0.011507520806071241,0.11173535293394043,0.021483676687557646
airFoil2D_SST_55.308_7.17_6.477_0.0_18.743,3568684.397644632,7.169999999999999,True,False,1.1617622350756567,-0.007580746044005354,0.7254413011162432,0.012440102683534883,0.4363209339594135,0.020020848727540237
airFoil2D_SST_55.746_-4.682_0.208_0.0_16.346,3596945.8384157387,-4.682,True,False,-0.42380476132633915,0.05303113958474681,-0.4872369557158246,0.010495711025865714,0.06343219438948544,0.042535428558881094
airFoil2D_SST_47.087_4.316_3.699_3.87_7.915,3038233.9305686844,4.315999999999999,True,False,0.8337022914093045,0.02087032308233798,0.8683269278548867,0.010083305235520009,0.034624636445582224,0.010787017846817971
airFoil2D_SST_67.405_9.678_1.974_4.156_1.0_7.641,4349229.258393657,9.678,True,False,1.1992873731238902,0.0005231391719069389,1.1836707436190275,0.012814395829849654,0.015616629504862756,0.012291256657942715
airFoil2D_SST_48.167_-3.26_5.094_0.0_7.029,3107919.674935796,-3.26,True,False,0.22757593278507146,-0.0003235178676643802,-0.3572805107592302,0.008410586659948163,0.5848564435443017,0.008734104527612543
airFoil2D_SST_61.838_-0.434_5.558_2.045_17.601,3990025.0557161486,-0.434,True,False,0.3473459323247935,-0.056009229767235824,0.4593966884886787,0.010694851072128406,0.11205075616388521,0.06670408083936423
airFoil2D_SST_48.999_7.352_4.239_5.813_7.804,3161603.5076334225,7.352,True,False,1.141118515387597,0.026796399078267447,1.2993568809144076,0.013304349060461788,0.1582383655268107,0.013492050017805658
airFoil2D_SST_67.657_3.764_3.705_7.106_1.0_19.87,4365489.26541265,3.764,True,False,0.5385416088620619,0.04391808066755079,0.7273634138941633,0.012477708309345806,0.18882180503210133,0.03144037235820499
airFoil2D_SST_65.717_9.69_2.928_3.947_15.912,4240313.020901358,9.69,True,False,1.163607720232081,0.049637301766850384,1.2698894120465523,0.01567999313788741,0.10628169181447134,0.03395730862896297
airFoil2D_SST_65.558_-4.521_1.33_4.53_1.0_5.632,4230053.730758422,-4.521,True,False,-0.2940283415835713,-0.027392369451232246,-0.39193596905275424,0.00844219506163365,0.09790762746918297,0.035834564512865895
airFoil2D_SST_53.247_3.939_5.684_2.169_8.633,3435700.7688107276,3.939,True,False,0.9468202141309264,-0.020064314916362236,0.9831939802331868,0.010694309732988246,0.036373766102260396,0.03075862464935048
airFoil2D_SST_63.757_8.194_0.641_6.49_16.591,4113846.2996425256,8.194,True,False,0.8028575900437765,-0.013884407279173505,0.9213352110367119,0.01264106425709463,0.11847762099293535,0.026525471536268136
airFoil2D_SST_76.656_14.794_2.878_4.67_13.867,4946139.277967869,14.794000000000002,False,True,1.7327512151985482,0.02554252891446178,1.6809444555782895,0.02569678449391625,0.05180675962025871,0.0001542555794544695
airFoil2D_SST_58.451_-4.262_3.372_4.615_1.0_19.965,3771482.818520402,-4.262,True,False,-0.06942749323315398,0.07523551201187287,-0.16590688797902234,0.01074564112940253,0.09647939474586836,0.06448987088247034
airFoil2D_SST_71.701_6.987_0.974_7.918_0.0_8.579,4626423.663765056,6.987,True,False,0.9661255382414676,0.010739903765121642,0.8730857865965358,0.010112940627209268,0.09303975164493183,0.0006269631379123737
airFoil2D_SST_55.399_13.545_0.692_1.92_13.624,3574556.066845935,13.544999999999998,True,False,1.3910586436613515,0.023218128875840488,1.411179992648748,0.019943774739697735,0.020121348987396592,0.0032743541361427535
airFoil2D_SST_72.981_0.671_2.926_6.76_15.634,4709014.175607559,0.6710000000000002,True,False,0.2771047835057251,0.03426176524911363,0.44811607806832576,0.009747109034092177,0.17101129456260067,0.024514656215021455
airFoil2D_SST_64.171_10.66_1.42_3.551_11.686,4140559.1683165855,10.66,True,False,1.1897863502211234,0.008321947132817642,1.261736743614591,0.014595173402643947,0.07195039339346754,0.006273226269826305
airFoil2D_SST_77.949_1.081_1.711_0.0_14.699,5029568.599696272,1.081,False,True,0.27822903699584967,-0.0217114900179467,0.11735331178057935,0.00877686363905048,0.16087572521527033,0.03048835365699718
airFoil2D_SST_71.532_4.936_3.327_3.104_0.0_12.435,4615519.135248351,4.936,True,False,0.7845646739892175,-0.0024314920853853172,0.7488123120836161,0.010119133189607001,0.03575236190560138,0.012550625274992318
airFoil2D_SST_66.429_-4.065_2.746_2.152_12.616,4286253.99311375,-4.065,True,False,-0.16272115494632375,-0.012554825809070302,-0.17407851925052376,0.008947194981902782,0.011357364304200007,0.021502020790973082
airFoil2D_SST_73.593_-2.09_1.959_3.59_0.0_14.704,4748502.764082256,-2.0899999999999994,True,False,-0.0987104811089357,-0.0018698207162604341,-0.0877874310254846,0.008893017739554171,0.010923050083451097,0.010762838455814605
airFoil2D_SST_75.101_-3.321_6.728_6.938_17.749,4845804.710846704,-3.3210000000000006,True,False,0.278659629397368,0.028120119559357573,0.43269135618280047,0.012586596849565854,0.15403172678543248,0.01553352270979172
airFoil2D_SST_59.225_-4.585_3.966_4.454_18.289,3821424.2686501653,-4.584999999999999,True,False,-0.08083467544996148,0.03776093482949844,-0.08822781182057336,0.010564327134046887,0.007393136370611883,0.02719660769545155
airFoil2D_SST_64.058_3.66_3.321_6.342_1.0_8.022,4133267.9746929896,3.6600000000000006,True,False,0.6329725493416295,0.043398316920676916,0.7266792549491308,0.00908593940420285,0.09370670560750127,0.03431237751647406
airFoil2D_SST_50.93_3.625_5.856_1.977_18.239,3286199.0376083227,3.6250000000000004,True,False,0.7562928098151152,-0.013532251763548608,0.884364741614409,0.01356455586263778,0.12807193179929388,0.027096807626186388
airFoil2D_SST_47.483_1.084_1.03_7.154_1.0_8.156,3063785.370169958,1.0839999999999999,True,False,0.33064443227304174,0.01338694623789373,0.22952611509387655,0.008306423812997893,0.1011183171791652,0.005080522424895836
airFoil2D_SST_47.759_12.055_6.06_3.807_6.823,3081593.949285998,12.055000000000001,True,False,1.7738355759047364,0.0850000889591428,1.7741029748521133,0.0229492144973562,0.00026739894737692893,0.062050874461786594
airFoil2D_SST_64.173_1.751_1.546_7.336_1.0_18.982,4140688.215991339,1.751,True,False,0.24304167850225747,-0.0189013420205337,0.3279300839767305,0.010445759811581665,0.08488840547447304,0.029347101832115367
airFoil2D_SST_53.356_13.677_4.715_4.855_9.085,3442733.8670848156,13.677,True,False,1.6128704837117207,0.06849387721052595,1.779175518088569,0.026456039080634052,0.1663050343768484,0.0420378381298919
airFoil2D_SST_59.086_9.398_0.12_7.508_1.0_17.704,3812455.455254768,9.398,True,False,0.9297778819947667,-0.018992084044407415,0.9568809963530176,0.01388284411861453,0.027103114358250857,0.03287492816302194
airFoil2D_SST_58.154_-3.419_3.778_4.845_1.0_17.348,3752319.2388194464,-3.4189999999999996,True,False,-0.03325642207540505,0.03334671405408014,-0.052566091809937904,0.010064372735698063,0.019309669734532853,0.02328234131838208
airFoil2D_SST_48.621_3.52_2.374_6.607_19.284,3137213.4971049335,3.5199999999999996,True,False,0.6116843939294563,0.011392171640693158,0.6095253488144431,0.012204985364274981,0.0021590451150131917,0.0008128137235818237
airFoil2D_SST_74.512_-3.081_1.627_0.0_10.847,4807800.170631678,-3.0810000000000004,True,False,-0.19567636318479598,-0.01348045894510369,-0.3375137370731509,0.008389324754085999,0.14183737388835493,0.02186978369918969
airFoil2D_SST_70.291_2.396_6.998_5.692_7.274,4535445.05306355,2.396,True,False,0.8829527615223008,0.03726429191245535,1.1193682836121042,0.010764294938804108,0.23641552208980332,0.026499996973651244
airFoil2D_SST_47.093_14.314_1.944_5.882_1.0_8.115,3038621.0735929464,14.314,True,False,1.6315023769774588,-0.022526432017340087,1.5759795311922429,0.02546577611530182,0.055522845785215935,0.047992208132641906
airFoil2D_SST_66.608_2.079_2.844_2.579_9.286,4297803.760004225,2.079,True,False,0.45541556681440054,0.03128127206824671,0.5168413631715651,0.008554536402891758,0.06142579635716461,0.022726735665354957
airFoil2D_SST_61.863_-0.567_0.289_7.872_0.0_6.693,3991638.1516505727,-0.567,True,False,-0.10130705641554433,-0.04200375617463234,-0.029082112675703962,0.007580043049809993,0.07222494373984037,0.04958379922444233
airFoil2D_SST_53.943_5.835_1.916_4.258_1.0_17.602,3480609.359625088,5.835,True,False,0.7253534269591227,-0.012903946842810793,0.7364593847094187,0.012086592813395237,0.011105957750295992,0.02499053965620603
airFoil2D_SST_65.09_10.083_5.395_3.519_6.591,4199856.574866007,10.083,True,False,1.3497493503563414,0.04934592430356073,1.593172069992892,0.016125286249931346,0.2434227196365506,0.03322063805362939
airFoil2D_SST_74.259_-3.09_2.43_4.486_7.835,4791475.639775308,-3.0900000000000003,True,False,-0.09307985020675044,-0.02866988685745714,-0.06083699950108287,0.0078028662187106385,0.03224285070566757,0.03647275307616778
airFoil2D_SST_65.137_-0.857_1.659_4.203_1.0_7.197,4202889.195222723,-0.857,True,False,-0.036103560619051345,0.023959969980060544,0.03097825102838002,0.00764560305580392,0.06708181164743136,0.016314366924256626
airFoil2D_SST_36.622_11.319_3.941_5.424_1.0_16.283,2362991.9724188494,11.319,False,True,1.4086407888853156,0.049545625138312135,1.388164970317538,0.022758570433489042,0.02047581856777758,0.026787054704823093
airFoil2D_SST_43.327_8.905_4.236_6.511_10.744,2795624.302031333,8.905,False,True,1.242852401803658,0.003419365861150797,1.4356203713674998,0.016645809000674854,0.1927679695638418,0.013226443139524056
airFoil2D_SST_89.151_4.462_0.974_4.094_1.0_19.856,5752364.625992923,4.462,False,True,0.755868293030925,-0.08372182132527481,0.5162795765578647,0.010660026167452328,0.23958871647306024,0.09438184749272714
airFoil2D_SST_87.422_2.992_1.895_3.128_1.0_10.656,5640802.911168167,2.992,False,True,0.6335527212010497,-0.12241547979391093,0.4529027115407465,0.008344893717300808,0.18065000966030315,0.13076037351121172
airFoil2D_SST_42.531_-3.927_1.264_6.838_0.0_7.489,2744263.327479277,-3.9270000000000005,False,True,-0.19299590175361292,-0.06819435201892751,-0.3007561417417155,0.00881441791492451,0.10776023998810258,0.07700876993385203
airFoil2D_SST_46.246_9.78_3.769_2.353_17.745,2983969.383334665,9.78,False,True,1.2162935286294982,0.033047787417709085,1.2755738292038095,0.018849007059416244,0.05928030057431122,0.014198780358292841
airFoil2D_SST_45.701_-1.925_0.671_7.455_0.0_12.285,2948803.8919642246,-1.9250000000000003,False,True,-0.12920290729391654,-0.02648777541382419,-0.13556401452631883,0.00913090979437501,0.006361107232402297,0.0356186852081992
airFoil2D_SST_85.488_6.826_3.112_3.445_1.0_17.471,5516013.809681136,6.826,False,True,1.109979193102813,-0.06549641437616988,0.9120275724517781,0.01217025663232333,0.19795162065103478,0.0776666710084932
airFoil2D_SST_46.0_-0.095_2.322_1.874_16.58,2968096.519339934,-0.09499999999999999,False,True,0.1637903265889937,0.02461919070495927,0.19911209314971134,0.010173888266850471,0.03532176656071764,0.0144453024381088
airFoil2D_SST_81.846_10.688_0.402_4.721_0.0_11.955,5281017.993954266,10.688,False,True,1.3330213012874939,-0.007604416299409333,1.1629716658121976,0.013470302256662596,0.17004963547529628,0.02107471855607193
airFoil2D_SST_41.403_-2.446_1.908_4.316_0.0_5.008,2671480.4389180713,-2.446,False,True,0.0676987713528642,0.0031668980249893175,-0.12396241431528394,0.008315701151704515,0.19166118566814816,0.005148803126715198
airFoil2D_SST_44.858_13.36_1.546_3.174_1.0_10.604,2894410.297055451,13.36,False,True,1.4674309395180436,-0.022312849295979847,1.4472288547960763,0.020486384974696653,0.020202084721967273,0.0427992342706765
airFoil2D_SST_90.26_10.644_0.076_3.962_1.0_18.874,5823921.5616439665,10.644,False,True,1.3217070794228414,-0.05222593864317629,1.0634135755816698,0.014395978213081527,0.25829350384117156,0.06662191685625782
airFoil2D_SST_46.693_1.675_6.35_3.342_19.183,3012811.538642164,1.6750000000000003,False,True,0.5901716390349524,0.03404687558785943,0.7381860025183068,0.01345329401567328,0.1480143634833544,0.020593581572186152
airFoil2D_SST_78.775_6.707_3.096_0.0_14.402,5082865.289369637,6.706999999999999,False,True,1.0196024495739668,-0.020071412924266036,0.7180921795728095,0.01039187242430515,0.3015102700011574,0.030463285348571185
airFoil2D_SST_33.854_5.282_1.425_3.167_15.694,2184389.9905594373,5.282,False,True,0.9210957230417077,0.009954133592255027,0.6818242273940065,0.01202925817023182,0.23927149564770123,0.0020751245779767925
airFoil2D_SST_79.772_4.995_1.474_5.989_1.0_19.22,5147195.555234462,4.995,False,True,0.6845489531345904,-0.01184315534109448,0.6350084377333235,0.011187806572803157,0.049540515401266916,0.023030961913897637
airFoil2D_SST_37.873_9.4_1.304_6.497_15.782,2443711.2929774197,9.4,False,True,1.2113444086990655,-0.015554352705920649,1.103860531304595,0.01543797604228642,0.1074838773944704,0.03099232874820707
airFoil2D_SST_84.89_-2.91_3.76_7.573_1.0_16.205,5477428.554929717,-2.9099999999999997,False,True,0.15282453300493756,-0.0018018781254615368,0.09417838678075538,0.009292991237241937,0.05864614622418218,0.011094869362703473
airFoil2D_SST_89.829_-0.442_0.995_5.61_15.75,5796111.787734498,-0.442,False,True,0.1967685238040814,-0.1509655251119147,0.06655373919679348,0.00877900201372202,0.13021478460728791,0.15974452712563672
airFoil2D_SST_32.058_11.514_6.565_6.266_9.329,2068505.1786304263,11.514000000000001,False,True,1.7998140317263847,0.056740399935053254,1.7658108828183288,0.029090749322074477,0.03400314890805589,0.027649650612978777
airFoil2D_SST_34.735_11.28_5.283_0.0_8.444,2241235.491288535,11.28,False,True,1.6752238402301676,0.051364438883505295,1.1748894596485302,0.017452944428411846,0.5003343805816374,0.03391149445509345
airFoil2D_SST_83.993_10.542_3.978_6.293_1.0_14.147,5419550.672802588,10.542,False,True,1.5670751404556165,-0.09855947969106457,1.4462672478789356,0.0166437459096914,0.1208078925766809,0.11520322560075597
airFoil2D_SST_80.393_8.386_1.422_6.966_0.0_12.002,5187264.858245551,8.386,False,True,1.1272833003657265,-0.022457316248565007,1.0457830856150991,0.011637179991044494,0.08150021475062741,0.0340944962396095
airFoil2D_SST_84.992_0.829_4.757_0.0_19.245,5484009.9863421675,0.8289999999999998,False,True,0.687466863968772,0.04525208333183174,0.08790266133915503,0.009647272974215018,0.599564202629617,0.03560481035761672
airFoil2D_SST_43.97_10.071_0.307_0.0_17.818,2837113.1294647153,10.071,False,True,1.1850794197487466,0.0010138262539124976,0.9945948433504533,0.015340069235099672,0.1904845763982933,0.014326242981187174
airFoil2D_SST_41.397_8.271_5.385_1.669_5.718,2671093.2958938098,8.271,False,True,1.4631794248938979,0.11149237428178133,1.3817499788789898,0.014084864779044252,0.08142944601490809,0.09740750950273708
airFoil2D_SST_80.912_10.945_6.726_0.0_15.792,5220752.72984419,10.945,False,True,1.720827867925945,-0.05401905103675822,1.1322131978088366,0.014223837639809937,0.5886146701171084,0.06824288867656816
airFoil2D_SST_44.727_7.253_2.701_3.319_1.0_7.813,2885957.67435907,7.253000000000001,False,True,1.0990929210741427,-0.0019180841348006572,0.9621516504976705,0.011319048095346815,0.1369412705764722,0.013237132230147473
airFoil2D_SST_34.343_8.933_2.915_3.012_19.934,2215942.147036769,8.933,False,True,1.2834377163768689,0.0933056689846511,1.0784263481145386,0.018777602581356086,0.20501136826233024,0.07452806640329501
